training/actor/actor_loss,training/actor/bc_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
71.875854,0.066031754,0.06589035,-71.21554,71.21554,1.2981563,-1.077286,-72.338234,-173.60555,2.8792655,-1.5681046,62.42411,70.962776,0.07104332,0.07101517,-70.25234,70.25234,4.382667,-12.88364,-71.2862,-165.7697,0.002102311325073242,1352.697033405304,470000
70.92719,0.06757414,0.067734465,-70.25145,70.25145,1.1474338,-16.361176,-71.400696,-163.80101,3.8067715,-4.0782137,103.67151,71.05381,0.0674958,0.06733065,-70.37885,70.37885,10.219706,-9.761821,-71.43257,-153.55498,0.002097680616378784,1363.1854424476624,475000
74.30074,0.06824753,0.06760725,-73.61827,73.61827,0.97106385,-19.369202,-74.805405,-171.65193,1.646223,-4.283429,65.99283,72.01656,0.0768516,0.07622647,-71.24805,71.24805,5.590111,-24.165216,-72.34555,-168.04495,0.0020862560272216796,1373.6167285442352,480000
72.32717,0.062427618,0.062188912,-71.702896,71.702896,1.2113295,-28.6044,-72.794716,-143.60529,2.7206306,-3.2238336,74.34097,72.781,0.06344342,0.06312628,-72.14656,72.14656,4.722982,-14.079885,-73.0771,-166.30765,0.0020395406723022463,1383.8144376277924,485000
72.19605,0.06899678,0.068713605,-71.50609,71.50609,1.2052528,-12.949338,-72.679016,-171.06548,2.4251564,-5.937828,106.74843,74.256226,0.07693944,0.07555778,-73.48683,73.48683,6.241647,-4.8942614,-74.538864,-150.75142,0.002082766675949097,1394.2282764911652,490000
74.27544,0.06510215,0.06509941,-73.62441,73.62441,0.83763945,-28.19903,-74.730576,-168.66579,1.551106,-3.6626263,71.760284,73.99361,0.07399887,0.07355617,-73.25362,73.25362,4.99319,-28.0543,-74.227234,-143.27884,0.002115615463256836,1404.8063611984253,495000
76.030594,0.06567762,0.0658383,-75.37382,75.37382,0.86620086,-14.739476,-76.44809,-163.2819,1.4813408,-1.8285657,57.060387,73.01998,0.07154616,0.07114317,-72.30452,72.30452,5.3346906,-16.75386,-73.38588,-139.99544,0.002094282579421997,1415.2777800559998,500000
74.73613,0.06256279,0.062266823,-74.110504,74.110504,1.0693521,-25.065674,-75.14415,-166.61389,2.0287275,-4.761592,79.96991,75.55879,0.071266375,0.07141297,-74.84613,74.84613,4.643061,-26.28698,-75.80644,-138.20644,0.016895984315872192,1499.7577075958252,505000
78.18931,0.06668906,0.066403165,-77.522415,77.522415,1.0626365,-5.004093,-78.647354,-170.2543,2.086799,-4.440278,67.64897,73.95749,0.07718748,0.07684516,-73.185616,73.185616,6.37991,-12.860681,-74.32807,-127.006065,0.0020743404865264893,1510.1294150352478,510000
76.34933,0.06927329,0.06915181,-75.65659,75.65659,1.7801695,-24.479523,-76.85579,-161.0891,5.008397,-4.6659465,90.83609,73.43199,0.079821564,0.07991137,-72.63377,72.63377,5.9726005,-20.929386,-73.76746,-148.87025,0.0020789722442626953,1520.5242822170258,515000
73.80211,0.063346684,0.06315055,-73.16864,73.16864,0.970237,-15.228807,-74.29919,-143.07457,4.063242,-2.3879948,74.8499,74.92125,0.07239989,0.072070196,-74.19725,74.19725,5.7203193,-6.1240892,-75.12218,-158.38171,0.002121580410003662,1531.1321895122528,520000
77.88429,0.06794122,0.067610405,-77.20488,77.20488,1.1226919,-21.912685,-78.39621,-174.57407,1.1494982,-7.7015142,75.04172,72.4762,0.07402928,0.07389737,-71.7359,71.7359,6.0952272,-15.178532,-72.82317,-160.9906,0.0020792173862457276,1541.5282816886902,525000
73.5957,0.06801529,0.068203084,-72.91555,72.91555,0.89736724,-16.459549,-74.05316,-176.8225,2.0614736,-1.4537297,66.375786,73.69988,0.06727275,0.06705672,-73.02715,73.02715,6.857912,-21.96693,-74.02791,-142.1982,0.0020764386177062988,1551.9104809761047,530000
79.92197,0.070175305,0.06911863,-79.220215,79.220215,1.1742293,-20.883749,-80.35945,-171.0943,3.2562046,-1.3882289,62.531464,75.49486,0.07500356,0.07607032,-74.74482,74.74482,6.60373,-3.7340965,-75.77637,-141.08383,0.00204440336227417,1562.1325058937073,535000
75.4559,0.065290354,0.06511348,-74.803,74.803,1.145129,-21.099876,-75.97961,-183.96475,1.7977997,-3.4322817,75.76053,72.354836,0.08188938,0.081391305,-71.53594,71.53594,6.126893,-16.557983,-72.65759,-147.3796,0.002064553165435791,1572.4552776813507,540000
75.6452,0.071865454,0.0715544,-74.92655,74.92655,1.1255937,-20.803198,-76.13727,-165.31427,2.9048,-1.7351465,90.46063,77.13511,0.06710754,0.06676811,-76.464035,76.464035,8.527428,-5.637263,-77.448906,-165.45038,0.0020677403450012205,1582.7939848899841,545000
73.9132,0.064137876,0.06423324,-73.27182,73.27182,1.4180092,-13.10029,-74.40671,-187.02135,3.3590276,-3.2514832,109.39401,71.91121,0.068075776,0.06805161,-71.23045,71.23045,4.966717,-20.456217,-72.26801,-155.89148,0.0020763370990753175,1593.1756763458252,550000
76.17956,0.074323274,0.07395368,-75.436325,75.436325,1.3874915,-26.906036,-76.70169,-186.75136,4.9799857,-2.0785713,95.56299,76.79544,0.06657497,0.06644257,-76.12969,76.12969,9.067881,-19.164244,-77.11751,-151.23787,0.0021013549327850343,1603.6824569702148,555000
73.72569,0.067820795,0.06769469,-73.047485,73.047485,1.0330507,-1.7362492,-74.26253,-192.38133,3.5387707,-1.8016741,76.05957,72.022835,0.08522831,0.08517509,-71.170555,71.170555,6.8353763,-7.8783884,-72.27083,-152.68394,0.002077442502975464,1614.0696749687195,560000
73.775826,0.07079722,0.07028999,-73.067856,73.067856,1.1746625,-17.046984,-74.34346,-162.064,6.9603524,-1.5986736,91.80238,74.763306,0.07526972,0.07481463,-74.010605,74.010605,6.244768,-31.144188,-75.0487,-137.94998,0.002111863040924072,1624.6289956569672,565000
73.588295,0.06311595,0.06284382,-72.95714,72.95714,0.95951295,-21.680353,-74.06212,-162.2956,1.624124,-2.7040007,70.39516,72.54625,0.069851615,0.0695347,-71.84773,71.84773,7.7834883,-4.7836957,-72.89262,-155.38501,0.0020894232749938966,1635.0761177539825,570000
73.76081,0.06839809,0.068156146,-73.07683,73.07683,1.7161624,-9.27154,-74.24342,-168.87483,4.8363714,-4.577035,138.43747,72.34898,0.07664673,0.07604936,-71.58252,71.58252,7.551966,-3.6301382,-72.642685,-163.54332,0.0020457031726837157,1645.3046388626099,575000
72.81919,0.06977122,0.069813184,-72.121475,72.121475,1.1022143,-18.854893,-73.36361,-168.17033,1.1213943,-4.2907367,60.705154,73.0497,0.06835467,0.06792333,-72.36615,72.36615,8.221258,-20.512157,-73.347885,-159.36029,0.0020760142326354983,1655.6847162246704,580000
72.586525,0.06769424,0.067397885,-71.909584,71.909584,1.0422258,0.19750416,-73.125656,-171.62471,1.3188616,-2.5372396,57.00067,68.77991,0.0789384,0.07830683,-67.990524,67.990524,4.433572,-17.019596,-69.05452,-150.77608,0.0020836374282836912,1666.1029088497162,585000
71.30523,0.06392186,0.06410665,-70.66601,70.66601,1.0903982,-3.3892822,-71.80136,-147.40495,8.600483,-1.7873489,96.98784,73.11637,0.07257181,0.07207423,-72.390656,72.390656,6.7157803,-26.838444,-73.40059,-140.80338,0.0021119574069976806,1676.6627016067505,590000
76.80416,0.0643883,0.064189985,-76.16028,76.16028,1.0759842,-9.964354,-77.27635,-173.83212,6.007017,-1.3494964,103.64864,73.68827,0.0701244,0.06911712,-72.98703,72.98703,6.690668,-18.6877,-73.953384,-169.76503,0.002033311939239502,1686.8292665481567,595000
76.442635,0.06639724,0.065838,-75.77866,75.77866,0.8581717,-17.993038,-76.88771,-163.37039,1.2372562,-5.117439,83.24403,74.17956,0.067179285,0.06677938,-73.50777,73.50777,6.8280783,-29.561106,-74.446724,-143.20369,0.002056974697113037,1697.1141459941864,600000
74.64697,0.07007105,0.06941294,-73.94626,73.94626,1.0075986,-20.19518,-75.119896,-181.51585,3.1436524,-2.4319315,75.692665,71.17819,0.06927085,0.06915939,-70.48548,70.48548,7.132295,-15.162192,-71.53166,-155.82884,0.01709362726211548,1782.5822885036469,605000
75.5297,0.07063468,0.07060488,-74.82336,74.82336,0.9080503,-23.209557,-76.08568,-165.2706,4.5912538,-0.9638252,75.94593,75.782455,0.0658926,0.0660676,-75.12353,75.12353,6.1607523,-20.421059,-76.16119,-146.98288,0.0021114184856414796,1793.1393873691559,610000
75.58827,0.069282755,0.06909269,-74.89545,74.89545,0.98141193,-13.29064,-76.07125,-158.27802,8.478543,-3.1105375,76.792595,75.726425,0.07074578,0.07140285,-75.01897,75.01897,7.1423364,-25.797941,-75.89963,-151.658,0.0021076503753662107,1803.6776449680328,615000
73.60128,0.07065263,0.07066517,-72.89475,72.89475,1.1185374,-18.562471,-74.19966,-179.15855,1.991125,-2.7128322,72.166214,74.30732,0.07459823,0.07431614,-73.56134,73.56134,6.946719,-25.791536,-74.601715,-145.425,0.002099475526809692,1814.1750285625458,620000
74.91181,0.06216575,0.0622723,-74.29015,74.29015,1.1307316,-0.32411027,-75.35731,-172.45561,2.1536913,-4.271245,85.84812,74.62101,0.06914292,0.06848669,-73.92958,73.92958,7.314286,-15.851641,-74.87642,-138.6285,0.0020896557331085207,1824.6233131885529,625000
74.30286,0.065565005,0.06537261,-73.64721,73.64721,1.473092,-10.0187435,-74.808014,-155.29607,7.7429037,-6.0090384,170.68106,73.55008,0.06342806,0.06334812,-72.9158,72.9158,5.3767138,-7.2933025,-73.79524,-171.47368,0.002116245126724243,1835.2045464515686,630000
76.617195,0.06126013,0.06150758,-76.00459,76.00459,0.88142806,-24.824896,-77.05631,-172.75697,2.0508468,-10.327238,108.96649,77.364235,0.07818831,0.077450685,-76.58235,76.58235,5.350407,-17.338312,-77.48041,-138.17084,0.0020851429462432863,1845.6302671432495,635000
75.584625,0.075016685,0.07485496,-74.83446,74.83446,1.0101974,-5.530678,-76.12633,-159.1572,1.6107053,-3.6265225,63.61393,75.9421,0.08054562,0.08055303,-75.13664,75.13664,7.715728,-13.587931,-76.19923,-154.75456,0.002162630558013916,1856.4434258937836,640000
77.89627,0.07169052,0.07130277,-77.17937,77.17937,0.9669397,0.14509177,-78.4159,-169.96762,2.101527,-4.1370745,74.93617,78.340454,0.08083204,0.08063352,-77.532135,77.532135,7.9462833,-17.959507,-78.597984,-160.91162,0.0021735873222351073,1867.3113689422607,645000
76.7239,0.06751948,0.06761583,-76.048706,76.048706,1.1518092,-20.101192,-77.23898,-188.99579,5.6025333,-2.3018494,129.47905,76.85486,0.07884983,0.07819543,-76.06636,76.06636,9.178111,-18.724335,-77.06209,-154.94295,0.002166093921661377,1878.141844511032,650000
74.98342,0.061760392,0.062000502,-74.365814,74.365814,1.0383204,-19.965818,-75.39517,-169.97371,3.9115584,-5.300139,109.49509,77.91232,0.07526335,0.07551382,-77.15969,77.15969,9.018362,-21.453964,-78.025696,-146.2196,0.0021791605472564696,1889.0376534461975,655000
82.26999,0.061692625,0.06201116,-81.65306,81.65306,1.0339024,-1.6487262,-82.674774,-175.49843,1.3622035,-2.9363801,66.930786,80.10569,0.06403091,0.06384818,-79.46538,79.46538,7.6351767,-36.54506,-80.32931,-156.6075,0.0021566298007965087,1899.8208079338074,660000
79.7921,0.0656801,0.0652164,-79.1353,79.1353,1.3033583,-17.085426,-80.26474,-184.81525,3.276769,-7.5554247,103.623955,75.82145,0.071917586,0.07139527,-75.10227,75.10227,8.047702,-30.24819,-76.10264,-169.18135,0.0021713826656341553,1910.6777272224426,665000
77.85047,0.06654144,0.0664926,-77.18506,77.18506,1.2351553,-26.722488,-78.37878,-172.11676,3.5018406,-1.3091784,78.23271,77.86954,0.07358911,0.07347232,-77.133644,77.133644,9.254881,-28.869198,-78.11551,-164.55707,0.002125995683670044,1921.3077116012573,670000
80.81657,0.0675261,0.06751644,-80.141304,80.141304,1.0805511,-0.11999601,-81.26083,-182.95723,4.6387625,-3.7104578,107.071365,80.830795,0.07704976,0.07258616,-80.060295,80.060295,11.302641,-23.900284,-80.899216,-157.69992,0.002081517744064331,1931.715306520462,675000
79.398544,0.06600013,0.06580233,-78.73854,78.73854,1.1198705,-0.38462865,-79.929405,-172.9424,3.4688957,-1.3617094,67.122665,79.886925,0.06647611,0.06634907,-79.22216,79.22216,8.523741,-16.364653,-80.151054,-149.52023,0.002175896883010864,1942.5947966575623,680000
79.30165,0.06820034,0.06797933,-78.619644,78.619644,1.1708338,-22.96728,-79.82533,-176.3546,0.94519955,-4.227574,66.80119,78.61678,0.0676507,0.067373365,-77.94028,77.94028,9.721609,-27.528662,-78.90593,-151.09094,0.0021226669788360596,1953.208137512207,685000
79.668945,0.06607293,0.06547046,-79.00822,79.00822,1.8352909,-17.636154,-80.19058,-185.94109,6.812599,-9.007283,141.41295,78.292114,0.07499277,0.074911535,-77.54218,77.54218,12.861661,-8.631817,-78.43907,-160.09285,0.0021169517993927,1963.7929019927979,690000
78.62854,0.06884035,0.06866562,-77.94014,77.94014,1.32699,0.081508756,-79.08013,-189.62999,3.0935655,-1.0990819,72.22113,78.09279,0.07480844,0.074496225,-77.3447,77.3447,8.109694,-23.49095,-78.27293,-151.09435,0.002128022527694702,1974.4330205917358,695000
78.81841,0.06827956,0.06811976,-78.13562,78.13562,1.4185075,-15.847881,-79.296005,-181.93178,2.2279892,-4.9000006,93.46179,78.4933,0.06557304,0.06548216,-77.83757,77.83757,10.709226,-27.007195,-78.79118,-158.50385,0.0021376574516296385,1985.1213150024414,700000
76.25685,0.06715243,0.066971496,-75.58533,75.58533,1.3634955,-19.513605,-76.83657,-169.08093,7.3697824,-1.516938,86.592926,78.4289,0.076993786,0.07594043,-77.658966,77.658966,8.756876,-26.62831,-78.545364,-155.48795,0.01678114900588989,2069.027066230774,705000
79.524666,0.05233202,0.05221274,-79.00134,79.00134,1.859298,-16.125986,-79.9371,-187.47546,3.134288,-2.7132645,84.877304,80.03594,0.06671523,0.06675068,-79.36879,79.36879,8.324732,-36.132675,-80.247925,-153.34518,0.0021188371658325197,2079.6212582588196,710000
76.25918,0.068656504,0.067881174,-75.57262,75.57262,1.3692513,-27.408875,-76.819145,-145.85828,1.6951455,-6.5682106,92.58525,74.58248,0.076392524,0.07584815,-73.81856,73.81856,8.887728,-24.595455,-74.84038,-164.14185,0.002105379152297974,2090.148159980774,715000
80.51276,0.061051436,0.060524125,-79.902245,79.902245,1.182956,-13.787631,-80.95697,-175.59984,4.948838,-2.8719654,118.67834,79.75976,0.07042279,0.069496445,-79.05553,79.05553,10.113867,-19.411404,-79.77727,-158.23166,0.0021199357986450194,2100.747844696045,720000
79.65999,0.060810573,0.060646977,-79.05188,79.05188,1.0847222,-19.583546,-80.10651,-161.65117,3.1373644,-3.667838,62.10441,79.89419,0.071625724,0.07172341,-79.17793,79.17793,11.933153,-22.311216,-80.106155,-149.39137,0.0021337236404418945,2111.4164683818817,725000
76.555855,0.06464954,0.06437782,-75.90936,75.90936,2.3215537,-22.084541,-77.111465,-188.22212,9.391158,-13.450867,234.05548,77.19497,0.0684883,0.06783799,-76.510086,76.510086,11.340033,-17.79601,-77.458244,-163.57121,0.0020950465202331544,2121.8917067050934,730000
78.5393,0.06709503,0.066819295,-77.86835,77.86835,1.145496,-28.099842,-79.02997,-165.88362,3.9259493,-1.0503656,72.28973,78.67153,0.06549606,0.06533328,-78.01657,78.01657,10.015206,-17.861763,-78.95883,-152.52074,0.0020997774600982665,2132.3906004428864,735000
79.82224,0.06625645,0.065840274,-79.159676,79.159676,1.6752095,-15.3459635,-80.29523,-170.56938,3.9627662,-8.839934,121.293945,77.56467,0.07055902,0.06999435,-76.85908,76.85908,9.53667,-16.142345,-77.80022,-165.17645,0.002132421064376831,2143.0527119636536,740000
79.298096,0.06523713,0.065408535,-78.64572,78.64572,1.1751468,-24.326801,-79.73961,-173.19505,3.1683788,-4.9168825,82.02673,79.04836,0.06725281,0.066984884,-78.37583,78.37583,9.243208,-11.475661,-79.30698,-165.18048,0.0021274420261383057,2153.689927339554,745000
79.22785,0.07045368,0.070667826,-78.523315,78.523315,1.447833,-32.23681,-79.7966,-178.19849,3.059719,-1.4706594,75.00394,77.00173,0.06528895,0.06434921,-76.34884,76.34884,10.116089,-17.549501,-77.11266,-172.6616,0.002111126232147217,2164.2455632686615,750000
78.380135,0.06720406,0.06703242,-77.70809,77.70809,1.2938294,-21.150084,-78.9152,-180.60657,3.4230447,-3.5467935,68.868454,76.362625,0.074989006,0.07420899,-75.61273,75.61273,12.941015,-15.45859,-76.56419,-145.80717,0.002083726930618286,2174.6642034053802,755000
78.39133,0.06729039,0.06676665,-77.71842,77.71842,1.862222,-19.361694,-78.92711,-180.77872,1.8872918,-1.4113915,77.20924,78.255135,0.072003655,0.07170594,-77.535095,77.535095,9.41179,-7.7827044,-78.437004,-175.45139,0.002088921546936035,2185.1088168621063,760000
80.6976,0.060866017,0.060395278,-80.08894,80.08894,1.4044083,-19.426935,-81.11624,-187.73364,2.811233,-9.510315,104.63313,81.10031,0.062086295,0.0620505,-80.47945,80.47945,12.84828,-25.35759,-81.284256,-162.1655,0.0021311298847198484,2195.76447224617,765000
77.93112,0.062423516,0.061739076,-77.306885,77.306885,1.5568306,-27.155813,-78.38606,-177.11002,3.0834424,-9.785669,167.38095,79.93917,0.07373069,0.07391294,-79.201866,79.201866,13.847952,-6.189955,-80.13933,-165.93295,0.0020851831912994385,2206.1903941631317,770000
80.8676,0.06362129,0.06365627,-80.231384,80.231384,0.99521065,-20.803062,-81.30323,-147.24998,3.769122,-1.0556551,73.79289,83.20272,0.06822889,0.06786631,-82.52043,82.52043,11.970335,-6.631211,-83.39853,-158.85796,0.0020844808101654053,2216.6128034591675,775000
79.9907,0.057936937,0.057408553,-79.41133,79.41133,1.2389327,-16.411734,-80.33002,-181.55624,6.8030834,-13.03363,141.14389,82.27034,0.059176303,0.0596645,-81.67857,81.67857,8.250782,-25.017683,-82.44627,-148.64688,0.002066220235824585,2226.9439103603363,780000
80.55744,0.07077713,0.07104529,-79.84967,79.84967,1.9085761,-21.093483,-81.06512,-180.78482,8.3193035,-11.525991,120.985756,80.024315,0.061037447,0.06123516,-79.41394,79.41394,10.401808,-3.8705068,-80.21719,-166.35849,0.0020341976642608644,2237.1149039268494,785000
78.88255,0.06469656,0.06426146,-78.23559,78.23559,1.2648113,-25.296307,-79.35314,-160.35442,1.909205,-2.2586055,70.36807,79.48511,0.0630967,0.06283039,-78.85414,78.85414,13.196722,-29.622105,-79.72714,-143.08865,0.0020901272773742674,2247.565546989441,790000
82.66731,0.06926578,0.06952866,-81.974655,81.974655,1.4957969,-27.287914,-83.105774,-166.49542,11.805647,-3.85115,117.26102,82.88001,0.06552567,0.063803636,-82.224754,82.224754,14.068281,-22.680313,-83.09435,-157.36015,0.0020929272174835204,2258.030189037323,795000
82.29819,0.057999324,0.057551492,-81.71819,81.71819,1.450423,-25.800764,-82.71011,-185.63643,3.2938933,-3.2709272,83.68938,83.808685,0.06687815,0.06628426,-83.1399,83.1399,13.3363,-34.393578,-83.78692,-159.4282,0.002107523536682129,2268.5678124427795,800000
82.36272,0.06469046,0.06386334,-81.71581,81.71581,1.9245608,-2.2575018,-82.87344,-172.08717,2.8177004,-10.570359,148.13367,82.95317,0.06358141,0.06335058,-82.31736,82.31736,9.981731,-25.239834,-83.15443,-174.66492,0.01701442437171936,2353.6399400234222,805000
84.03319,0.058242727,0.058171142,-83.45076,83.45076,2.019562,-0.5635558,-84.484474,-173.1788,6.7811794,-2.2239482,121.16595,83.727005,0.065058686,0.06441068,-83.076416,83.076416,11.802437,-16.587635,-83.85304,-157.95584,0.0021250669479370115,2364.265280723572,810000
84.161316,0.0586916,0.058575284,-83.5744,83.5744,1.1539665,-1.3343945,-84.61543,-178.95322,2.0220418,-7.6651826,109.4494,80.91225,0.06393547,0.063329674,-80.27289,80.27289,13.457096,-18.951487,-81.16048,-162.06097,0.0020975664138793947,2374.753118991852,815000
82.99558,0.059996583,0.059838463,-82.395615,82.395615,1.4710872,-12.47696,-83.45479,-162.83801,8.505533,-5.083682,127.29306,84.40123,0.053403866,0.05317525,-83.86719,83.86719,11.134366,-27.75195,-84.557655,-172.09082,0.002110359287261963,2385.3049218654633,820000
80.17364,0.06531302,0.06522494,-79.52051,79.52051,1.1839453,-16.74379,-80.63588,-170.90024,3.9100366,-2.1644928,95.909744,85.20739,0.074327014,0.07411584,-84.46412,84.46412,15.305238,-17.866364,-85.23073,-151.78203,0.002143017292022705,2396.0200140476227,825000
83.79548,0.05728754,0.057275314,-83.2226,83.2226,1.5033026,-15.149348,-84.212006,-163.03731,13.42914,-5.0396147,114.1914,82.49511,0.06768649,0.06750541,-81.818245,81.818245,10.228543,-13.970661,-82.63812,-170.35477,0.002136089849472046,2406.7004697322845,830000
84.93369,0.06205524,0.061903,-84.31314,84.31314,1.9055715,-17.467722,-85.40886,-175.46861,8.014385,-3.306322,97.66196,82.4164,0.06992234,0.068744235,-81.71717,81.71717,14.94622,-6.1088715,-82.599014,-152.20973,0.0021113776683807373,2417.2573630809784,835000
83.41107,0.060623556,0.060539436,-82.80483,82.80483,1.2725673,-23.849823,-83.85301,-184.22906,6.6474495,-6.8701124,136.77371,84.27784,0.066461146,0.0663369,-83.61323,83.61323,22.665585,-24.053715,-84.47808,-154.4658,0.0021581005573272703,2428.0478711128235,840000
84.19799,0.06771425,0.06721906,-83.52085,83.52085,1.4437007,-12.129715,-84.693275,-187.332,3.1200397,-1.9497124,92.79604,86.189316,0.069012634,0.06922562,-85.49919,85.49919,15.06538,-3.960424,-86.280914,-149.68147,0.00212315878868103,2438.6636712551117,845000
83.21898,0.06195429,0.06182766,-82.599434,82.599434,2.9706912,-24.267757,-83.723,-162.08372,19.366266,-3.9869075,165.49022,83.35484,0.06334904,0.06274667,-82.72135,82.72135,15.594208,-17.914694,-83.515045,-156.00801,0.0021200509548187254,2449.263931274414,850000
79.39482,0.065076046,0.064613104,-78.744064,78.744064,1.5236742,-4.7846107,-79.88303,-150.80217,9.623974,-3.1922908,102.80232,84.20035,0.06972216,0.06829917,-83.50313,83.50313,12.322237,-18.648792,-84.23222,-156.86551,0.0020625657081604003,2459.576765537262,855000
84.01786,0.063622355,0.06326158,-83.38164,83.38164,1.9531717,-27.681868,-84.511505,-173.83363,7.9158664,-3.183875,125.25394,81.77081,0.067783654,0.06725207,-81.09298,81.09298,12.575367,-15.103137,-81.75661,-154.85405,0.002055664587020874,2469.8550939559937,860000
85.21802,0.062700264,0.06248444,-84.59102,84.59102,1.306808,-23.248594,-85.66916,-181.14432,3.406096,-8.790477,140.52065,85.3961,0.07186402,0.07161271,-84.67746,84.67746,13.716417,-31.244432,-85.44006,-159.97447,0.0021161282062530516,2480.4357409477234,865000
86.96017,0.06075071,0.060000103,-86.35266,86.35266,1.2750204,-17.672197,-87.366264,-177.50653,3.980855,-4.474331,88.03661,82.23962,0.065755896,0.0658144,-81.582054,81.582054,13.365482,-22.213457,-82.38756,-167.79005,0.002161576795578003,2491.2436316013336,870000
88.07981,0.059792962,0.059620183,-87.48188,87.48188,1.3771414,-10.506895,-88.47523,-179.4164,3.3475325,-8.026896,132.19315,85.58942,0.058935393,0.058433603,-85.00006,85.00006,14.210293,-20.375889,-85.79825,-162.71614,0.0021493350505828856,2501.990312576294,875000
85.73038,0.06327068,0.063387565,-85.09767,85.09767,1.3705325,-13.919753,-86.18831,-187.22409,7.660751,-9.53884,143.75981,84.39145,0.066002645,0.06558314,-83.73142,83.73142,14.385961,-19.810236,-84.48251,-154.16426,0.0021230484008789062,2512.605560541153,880000
91.62483,0.057716023,0.057820477,-91.04767,91.04767,1.2526271,-21.350351,-92.017456,-180.15002,4.176214,-5.814521,84.808945,86.369,0.068070866,0.06764244,-85.68829,85.68829,15.800938,-14.085872,-86.4794,-154.10725,0.002124921464920044,2523.2301733493805,885000
85.21214,0.061582733,0.061234236,-84.59631,84.59631,1.2269797,-13.97394,-85.71276,-179.27386,9.1598835,-6.15889,111.57056,83.02601,0.06865954,0.06843522,-82.33942,82.33942,14.457187,-24.358858,-83.05455,-147.6936,0.002168527364730835,2534.072816133499,890000
84.22359,0.06716435,0.06663311,-83.55194,83.55194,1.3656291,-29.528862,-84.64949,-185.69781,7.7730937,-4.9123936,130.56105,84.63943,0.075502135,0.075692885,-83.88441,83.88441,15.841569,-4.5643644,-84.67349,-158.65187,0.0020938899517059326,2544.5422732830048,895000
85.21221,0.06002101,0.060052868,-84.612,84.612,1.7207562,-14.5591,-85.64046,-163.75,1.4137315,-14.473393,100.53942,84.4177,0.064066045,0.06389832,-83.77704,83.77704,12.576284,-17.633165,-84.50766,-156.74861,0.0021170172691345216,2555.127366065979,900000
85.78989,0.06157523,0.061564874,-85.17413,85.17413,1.912861,-11.492622,-86.264404,-179.63802,3.4072096,-6.5994935,116.96554,87.30897,0.07059899,0.06876259,-86.602974,86.602974,17.46855,-25.676437,-87.391235,-159.16566,0.017111161375045775,2640.683178424835,905000
84.750854,0.062268186,0.062431283,-84.128174,84.128174,1.3364193,-22.28532,-85.2499,-174.94174,2.7591274,-5.723199,118.83512,86.41554,0.06482341,0.06451332,-85.76731,85.76731,13.931057,-36.71655,-86.471405,-179.97455,0.0020305784225463867,2650.836076974869,910000
85.03328,0.055350985,0.05466339,-84.47977,84.47977,1.3842807,-13.871447,-85.44202,-177.14896,10.1636095,-1.1231666,93.38732,86.5521,0.06645701,0.06600069,-85.88753,85.88753,15.108016,-26.264885,-86.63842,-166.74402,0.0021058934211730957,2661.3655500411987,915000
84.87819,0.06396722,0.06396949,-84.23852,84.23852,1.5882988,-12.810968,-85.36423,-183.43095,6.7108793,-6.527847,153.7652,87.35075,0.06753764,0.06757672,-86.67538,86.67538,19.644451,-36.156303,-87.38792,-150.495,0.0021045803070068357,2671.8884568214417,920000
84.10958,0.058540918,0.058350284,-83.52417,83.52417,1.5261052,-33.717735,-84.56555,-176.41481,9.708771,-2.575166,143.12689,87.122986,0.06659686,0.06629656,-86.457016,86.457016,13.508233,-33.436428,-87.19886,-159.79222,0.002099624252319336,2682.386583328247,925000
85.5429,0.061092164,0.061320927,-84.93198,84.93198,1.5171127,-0.2672432,-85.96779,-188.45995,2.45512,-3.3254213,79.80297,83.740005,0.06344769,0.063491,-83.10553,83.10553,12.481211,-25.268547,-83.91365,-163.23468,0.0020123197078704834,2692.448187351227,930000
84.10008,0.06504387,0.06518602,-83.449646,83.449646,1.6076583,-30.032732,-84.6156,-182.76355,7.434655,-5.373871,120.601364,87.11523,0.06675627,0.06683216,-86.44766,86.44766,16.8873,-12.135186,-87.18877,-183.23816,0.002064399814605713,2702.77019238472,935000
87.064316,0.062336244,0.062198486,-86.440956,86.440956,1.269034,-31.1478,-87.52803,-190.8868,7.355238,-7.6926317,118.7627,86.40067,0.070569985,0.06922325,-85.69498,85.69498,16.860485,-34.31947,-86.47101,-152.77327,0.002084985113143921,2713.1951241493225,940000
87.96565,0.056680508,0.056415536,-87.39885,87.39885,1.3086773,-22.322155,-88.36621,-195.42857,4.029567,-3.1870434,105.71773,88.71145,0.059047546,0.059967894,-88.12097,88.12097,16.515047,-17.323156,-88.71725,-162.55136,0.0020858391761779784,2723.62432718277,945000
85.34656,0.06532528,0.06493578,-84.693306,84.693306,1.2911592,-16.395794,-85.78909,-182.36777,2.1521254,-10.006686,92.33584,88.67956,0.06874635,0.06713485,-87.992096,87.992096,14.785818,-20.639067,-88.65165,-179.51352,0.0020976248264312743,2734.1124579906464,950000
